"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10"
"M-AA-1",-1.81641466233566,-0.902398851437594,1.45839878080613,0.579929587082377,0.397441923795591,-0.411123057881807,0.686073716776864,-0.756474857468746,-0.317317542395557,0.150864796184795
"M-AA-2",-3.05500009395533,-0.604508836732048,-0.122411657842398,0.849319013396395,-0.365561672180078,-0.176434542451953,1.36270250864108,-0.248028247420368,-0.149373540836385,-0.118817984797317
"M-AA-3",-4.04102711487754,-0.693510786872427,0.257237089784731,1.05688962026103,-0.55279594437364,-0.205850074496214,0.714349305324885,-0.272040254075086,0.306331829651903,0.135064583475076
"M-AA-4",-4.29252637900654,-0.657250204759676,0.0164598309259284,0.939953952194735,-0.526317701269793,-0.142713845207044,0.879803769599989,-0.270636204872225,0.398614267581535,-0.0120784165993017
"M-AA-5",-3.01610095009962,-0.526921524972105,0.839896395423448,0.89576615975986,0.0875080782981636,-0.0145073742303247,2.48012208196374,-0.113215056019022,-0.0428285348714211,-0.162148883416391
"M-AB-1",1.58742289190127,-1.08670822351887,0.473585920531207,-0.296406879096423,-1.64188875564438,0.0745607815890541,-0.403831833882213,-0.287052043242688,-0.37315905185833,0.417424622242666
"M-AB-2",0.650594132475911,-0.961686966439836,1.73315864835926,0.109512352550816,-0.400017299085428,-0.0355216263359735,-1.35126165806335,0.359795822938731,-0.227642235811663,0.800583344597768
"M-AB-3",-0.426591013021326,-0.62398354769442,0.108111864518706,-0.658803182601134,-1.17590468121484,0.0670646259861662,-0.840542204911723,0.206065863067146,-0.288229375281293,-0.163199169562514
"M-AB-4",0.00617302033450072,-0.611866950855739,0.395021705680975,-0.692972388360653,-1.27520318588668,0.0521733324239972,-0.824159269098607,0.402054230355336,-0.285311826145273,0.477809921892747
"M-AC-1",2.03209995083593,-0.928985675202671,-0.0749430093519312,0.452943980911248,-2.70766034237537,-0.181144574497938,1.07144391796524,-0.142632628438672,-0.373532789646547,0.143203459131629
"M-AC-2",2.14395742051565,-0.829857361708526,-0.472382629568706,0.899131597346822,-2.81948155788516,-0.141382884155463,0.591865990689854,-0.0779666015044857,-0.054231023590054,0.171723865251664
"M-AC-3",-0.852644161723755,1.17443041481967,-0.606206089185027,0.871699777037395,-0.244452355207594,-0.259002016738348,0.0170308217802688,-0.106976858819843,0.303297562084062,-0.258568411692951
"M-AC-4",-0.770069229912678,-0.416228712290045,-0.756545792587775,0.765237357592282,-0.848388804562904,0.031190986433941,-0.669079340329723,0.327974646417309,-0.146452955595816,0.00513263179125602
"M-AC-5",-1.36943226075195,1.04952735565508,-1.25989768507618,0.662620061667753,-0.0167081394607468,0.189576735410351,0.009950046168722,-0.00354410271620435,-0.000810667559752147,-9.34824457834817e-07
"M-AC-6",-0.612127330967242,0.380345724316859,-0.581639087963111,0.225748661289891,-0.110309559876586,-0.512066981020867,-0.00146281096617304,-0.00222167897888752,0.00050335621598146,0.000610315186785129
"M-AC-7",-1.64525102779909,1.28395562936391,0.309695722900785,1.05222149472355,-0.619200407688524,1.35259127416818,0.0159605284452799,-0.00126580275690908,-0.00105649996557122,-0.000111439229758145
"M-AC-8",-1.31398779173261,0.935066845938575,-0.680965260541577,0.225461873526511,-0.562287873229133,-0.534081082295536,0.00168514914717789,-0.000889251380664202,-0.000120000534177929,0.000294659058717496
"M-AD-1",2.21467854858945,-0.813171695076152,-1.00956403281003,-1.12281569123439,-0.728738074705949,-0.00702830094930496,-0.537211478375232,-0.243477511433888,-0.335832725359015,0.157301801333863
"M-AD-2",-0.857978983659502,1.40652248560585,-1.0253223572275,0.913425652052687,-0.310765856419136,-0.023086496897838,-0.846710682091065,0.132676849535759,-0.000568317893062278,-0.227235548564023
"M-AD-3",-0.66529176361671,-0.587626420902551,-0.320951969753945,0.0737451737928716,-0.527592293884689,0.076212251182417,-0.619354375736301,0.32866518167883,-0.207586648649827,0.152106912769092
"M-AE-1",-0.32777347504181,-0.665940860331911,0.112451763464592,-1.72462396671522,0.246285880387669,0.107615704396697,-0.105794347689701,0.98549097677195,-0.248746358575187,-0.226477930750504
"M-AE-2",0.943137060309102,-0.562927571761506,-0.34982642504249,-0.372621265010067,1.52726336335252,-0.0513653993488715,-0.0727215812425279,0.39949851152869,0.593341613771783,0.32495762509754
"M-AE-3",-0.159491099177519,-0.556337617520683,0.192544900406112,-0.861079954593585,0.671221911957943,0.0911640923693934,0.430960129975148,0.747065992594833,-0.245101620813163,-0.170684158074849
"M-AE-4",-0.298201755312168,-0.938853627034428,0.336096264100858,-1.28618733768902,-0.00529177529634594,-0.0391359945691678,0.749086381007733,0.781815931494744,0.0849763657489178,-0.0360428557547508
"M-AF-1",1.38873312216708,-0.857860551376335,0.273035682294442,1.05673945844428,0.96646172882963,0.189617220412221,0.452302462110363,-0.814130486790494,0.19805193743493,0.586935907019598
"M-AF-2",0.329313110979153,-0.869917386310349,0.172639005928899,0.87587906925032,1.39795246089549,0.21179792968411,0.11082162988577,-0.466636496258527,0.440796781804207,0.39371612919065
"M-AF-3",-0.488980430072656,-1.12458287870432,-0.332162149732993,-0.633273551333979,-0.32129210132538,0.184196124780152,-0.217621670629286,-0.211576404095317,-0.190793119190004,-0.0410537156392133
"M-AF-4",-0.28328109625518,-0.62345558997347,0.335052384627103,0.0858416667869734,-0.411619363879885,0.11769590386838,-0.531029466706857,0.472555643930841,-0.0719487633226626,-0.0892822231555959
"M-AG-1",2.35573169205052,-0.680785176191479,-1.50466718725631,1.26622102459094,-1.08210611612247,-0.185175542187265,1.50172347628006,0.140188657942811,0.174198165745463,0.142223632102579
"M-AG-2",-0.0780281397164376,-0.547386461550375,-0.554899085243004,0.418472303229562,0.832648373443805,-0.136254155241127,-0.607932823674181,0.188939740677387,0.426320784623834,-0.258120159144334
"M-AG-3",-0.715922596000711,-0.48146947297801,-0.637044676781668,0.126843814159653,-0.38421965941735,0.0107988535364183,-0.421106816792504,0.0213383521030508,-0.0262053249845602,-0.168687341904143
"M-AG-4",-0.879438304717754,-0.29683391835907,-0.967067716801481,0.501387913585988,-0.313741126895207,0.0243879139846363,-0.45197498767802,0.0111472375266216,0.121145721092684,-0.0855343026479806
"M-AG-5",-0.797231556949409,-0.472737706237844,-0.784641336905377,0.362298548581205,-0.474496888262958,-0.0606976361903612,-0.555846570610059,0.152724883262648,0.0604908233899855,-0.209974596315784
"M-AG-6",-0.751890189649988,-0.86052653119997,-0.734489882131858,0.0937003033581539,-0.530335253027475,0.136713845713793,-0.133733057385508,0.104775984000961,-0.245456149389598,-0.127352762633264
"M-AH-1",0.570127620206017,-1.02383186522008,0.957796625341655,-0.505608597527923,0.466458471154047,0.0836764964084336,0.651098833875923,0.498095846736131,0.0507780222978435,0.143804013368934
"M-AH-2",-0.731996839830477,-0.280314041360508,-0.879534867223484,0.259151658825758,-0.385858148061209,0.0358944445020774,-0.193081120682142,0.154426874356994,0.183665062036372,-0.0424070441638283
"M-AH-3",-0.768579498932923,-0.577749031238999,-0.874075600781035,0.628421736783245,-0.179605513242402,-0.194369146916504,0.62650758629323,0.114116078740073,0.260595141190522,-0.25345951043786
"M-AH-4",-0.820858789943092,-0.64693469221886,-0.886804872012181,0.410709373364019,-0.404181493202004,0.0652276542988443,-0.387912979697174,0.0897830391660086,-0.0930071124095005,-0.174524510764793
"M-AH-5",-0.621827935817734,-1.19415942538221,-0.532081646836619,0.745379169046676,0.22995295796829,-0.323808854661585,2.29766690059014,0.26447766923027,0.26785307987801,-0.295537436626887
"M-AH-6",-0.038803387418654,-0.305977444739142,0.828871794046438,-0.306941243278143,0.467646437001938,0.118920917794683,0.0168495636640901,0.196719347926609,-0.258917430014547,0.0590243298754747
"M-AI-1",-0.895761811705256,-0.368511460454138,-0.512250055363647,-0.128014359179714,-0.224345420021556,0.0492909527643286,-0.543245450566888,0.583873355687001,0.451413074440224,0.117765605743011
"M-AI-2",0.919660690417942,-0.703312453943168,1.94406625123024,3.00122324367747,0.437694972185709,-0.087354194659681,-0.827942264341089,-0.196755188715148,-0.0386830875827805,0.20478035800416
"M-AI-3",-0.362235220793189,-0.536196515432134,-0.548528622799262,0.788309800137725,0.537998126873555,-0.468315763721148,-0.0604985513623687,0.2995546837066,0.571250026428641,-0.368092926682894
"M-AI-4",-0.0568432993643233,-0.21148558419844,-0.25184943384467,0.134560608766927,-0.433212806820375,0.182117840432311,1.01950441059439,0.061570398960039,-0.0283540950495967,0.0393709431410268
"M-AI-5",-0.477787347175934,-1.17576292724979,-0.185056824703631,-0.013074120970981,-0.221576811183917,0.096612176005835,-0.348175958446928,0.177080997679434,-0.0875660010968958,-0.0642106797616651
"M-AI-6",-0.636577632788724,-0.693479723354057,-0.412157317518757,0.572937764419677,-0.207486843885951,-0.162194522814996,-0.409223128057161,0.18424120031747,0.189365781489918,-0.215611153483008
"M-AI-7",-0.56923034457267,-0.176304991653582,-0.290687984055059,0.582635229496029,-0.0312520339324131,0.0457504278284245,0.286632993512603,0.674273801280447,0.575167006345482,-0.0331199463872662
"M-AJ-1",1.47544740761052,-1.13671969457678,-0.897455509911412,0.470955154469685,3.05251937453565,0.020628274320261,1.89041851168592,-0.0129981700843095,-0.0229420699974214,-0.0131633026594731
"M-AJ-2",1.38861865177943,-1.02079811216545,-1.06433225675778,0.306720585609839,3.31840134356138,-0.0871746931101434,1.61356695320623,0.174051816580221,0.241256105357361,-0.106223930589152
"M-AJ-3",0.653169266966198,-0.913414300716878,-0.793051662861876,-0.782238003889595,3.40768127238937,-0.254648783356594,2.8561951641892,-1.43442759892321,0.387691373497622,-0.159513478807019
"M-AJ-4",-0.533894405963893,-1.12434313235554,-0.531866670439901,-0.350449898901,-0.260234672226589,-0.0601263712846486,0.396709749750686,-0.136086407492004,0.111312150093464,-0.181899180593238
"M-AK-1",-0.588020186171022,-0.182906649594326,-0.582126935859793,0.540781555090378,-0.429280760990038,0.0306732006315504,-0.283108889996124,0.45006994209122,0.595615674121887,-0.0314665826465979
"M-AK-2",-0.790188570290662,-0.594505021596845,-0.78201874284523,0.693813312711495,-0.271716763952657,-0.225845058913981,0.210503438390822,0.220231821025016,0.275929897696249,-0.267882110396685
"M-AK-3",-0.691899043345318,-0.272337553478595,-0.776139766476682,0.623893841584468,-0.615501922198018,0.0436865287419214,-0.287700515879,0.341092905832596,0.31357371526187,-0.0533595353691765
"M-AK-4",-0.869168338062327,-0.476825270742708,-0.997149814259606,0.404047329626769,-0.431402813003717,0.165735134967148,0.291797712527741,0.0447851071895601,-0.194644724624101,-0.148709579132746
"M-AK-5",0.425774378012591,-0.0796630478676389,2.52538170081119,3.52291162753087,0.82552697491104,-0.877434086742292,1.20892351414407,0.743543623975357,1.24843663552845,-0.111367483235267
"M-AL-1",2.46213371084609,-0.798034430570123,-2.53846917597487,-0.253721033039248,1.37959398202454,-0.0500210635395339,0.0918251972473894,-0.521348495092786,0.388620781348292,0.284003117518674
"M-AL-2",2.25648589101629,-0.962179743576497,-2.78648039690332,-0.067847052886397,3.85078695909861,-0.175649112734967,-5.23278379618492,0.21706546699447,0.205945987935421,-0.1663494499395
"M-AL-3",1.22444483624721,-0.63605243221534,-3.09558686108833,-0.746907716997219,4.45891457256827,-0.425969862807138,-0.803701336821455,0.389543473227308,0.584433402175458,-0.435366282502732
"M-AL-4",0.34453109975654,-0.677948214768512,-0.879290170270246,0.273715145155703,1.95369405646719,-0.108232644314033,-0.236693219113863,-0.378398354697765,-0.109297288016507,-0.253319715143083
"M-AM-1",1.79362585169409,-1.03542697197577,-1.58033287137043,0.00188302728928446,1.33955544437452,-0.341002094718606,1.86055517990769,0.811953659127201,-0.223358361982692,-0.0712401237043708
"M-AM-2",1.813886193467,-1.06845206601256,-1.32049695926601,0.411229847602937,1.20836929934422,-0.337675009255489,1.52747412909863,0.446197040356312,-0.314060960173086,-0.0731953485402417
"M-AM-3",-0.790765220177384,-0.229065639185384,-0.962457304022573,0.378161936910377,-0.620860525326273,0.0470843152325108,-0.474160979787641,0.128151633778486,0.420673697173453,-0.0860386633608252
"M-AM-4",1.04666631524691,-0.298591320316366,-1.41664399433965,-0.700934342319354,-0.721462131357483,-0.141303500591826,0.0248880052812159,0.182536632446719,-0.235185447987221,-0.287661583951031
"M-AN-1",0.503175304940428,-0.728327007540774,1.3071165250513,0.979886924682707,3.1090298419888,0.165708224217485,1.31884995441573,0.0858111447774608,0.440836288009646,0.164642894425146
"M-AN-2",0.657822496445881,-0.718927163814565,0.842706877148729,0.745940841316088,2.81083366277153,0.164021145664915,1.12525064029401,-0.229809826933426,0.120841728624854,0.108765353224429
"M-AN-3",-0.908476076199804,-0.279402117633885,-0.96649859101281,0.189057937663388,-0.391704104235294,0.0450643826062392,-0.309626997347514,0.026169421203659,0.225758710056204,-0.0770327147679811
"M-AN-4",-0.85829901653954,-0.161296572309695,-0.922085475273912,0.420697079750795,-0.0642104189056009,0.0423402840915105,-0.100849265205489,0.0663727555490316,0.599724728238309,-0.0393279683601399
"M-AN-5",-0.431078969053833,-0.294888920073208,-0.633676381730686,0.642478416862547,-0.399618705910193,0.0235464454046428,-0.206677522513924,0.0293342062852956,0.15225772712209,-0.135203707192009
"M-AO-1",0.835691433177113,-0.813948024903277,0.588630255687119,0.549787072760615,1.65111778492876,0.163480057726341,0.55876571689458,-0.899519821757236,-0.0817758713347375,0.0312244151560693
"M-AO-2",-0.691513102117924,-0.147183572681818,-0.768900392188104,0.503396301023033,-0.00778949655856637,0.0506680827885887,0.045404944163145,0.10815262415341,0.819066918221548,-0.152184035463302
"M-AO-3",-0.753995363248267,-0.0148380456073888,-0.652035739759132,0.405222445701878,-0.0855209832226864,-0.122764540315572,1.59345215014926,0.333626825238577,0.246085056081725,-0.166837185358913
"M-AO-4",-0.745755895795675,-0.924438120117163,-0.706229559361133,0.206118874200847,-0.438156265250175,0.0834759992871694,0.251537176808697,0.0796913132024765,-0.0630506961594687,-0.149952693221668
"M-AO-5",0.380798524600664,-0.698375356528528,0.0132978618566652,0.462257404247063,0.998124362119814,-0.0851861956513812,0.603135276298205,-0.269957789706499,0.236382399341559,-0.0572113787754056
"M-AP-1",2.33776670087994,-1.0523239885757,-1.18867703712264,1.01157527274017,0.0803753260477149,-0.14388417764004,2.97050530537028,-0.782556072470786,-0.287679991506707,-0.0876826551323138
"M-AP-2",0.558497628672398,-0.817073215087394,0.380615838925468,0.354632011981472,0.755898559899031,0.0382986931820233,-0.209042743121558,-0.790355481478506,-0.253272940530388,0.320808147024838
"M-AP-3",0.320826042075116,-1.10094887185958,-0.374182316350233,0.318137138465005,1.30534655486402,0.0758253165575329,0.281698159364013,-0.7534414551637,-0.106056233117595,0.56829703256318
"M-AP-4",-0.860189737064158,0.906006273024683,-0.825864323882415,1.09291544775369,-0.178468062073875,-0.384948659233761,-1.06031934673119,0.325931790879554,0.0539641656149886,-0.300455710210124
"M-AP-5",-0.799861738440782,-0.821183358151373,-0.787523361792177,0.45190779135365,-0.174123911327831,-0.098305889996159,2.0113063874206,0.252957213653935,0.0934729778589927,-0.242129990943593
"M-AP-6",-0.709923699722981,-0.115834014648818,-0.777114989127949,0.631394338355851,-0.549026258616635,0.0413280584811594,-0.426917575917196,0.108716484378446,0.910606637022803,-0.151513324084833
"M-AQ-1",1.13484312503401,-1.08378779880307,-0.733568159309689,0.11242065953149,0.855773879247551,-0.175245681797911,-0.00573819526949115,-0.00639131162735344,0.000679224417776182,-0.000324724771409629
"M-AQ-2",-0.470433865435589,-0.132739866641071,-0.0990554018940266,0.382416416745907,-0.124633638448617,-0.0651452789072858,0.58819559745556,-0.0185660614037303,0.0938543887692966,-0.122670462562264
"M-AQ-3",-0.561413590575539,-1.02793015440246,-0.227927335368641,0.171870019332379,-0.208615924914188,0.0324157563307974,0.0588527797824248,0.0382626128839711,-0.0533506110907096,-0.0977822798285559
"M-AQ-4",-0.672429909328048,-0.620052053001161,-0.605220018953877,0.533428642266751,-0.0733847401703889,0.0509236300221882,1.26466387090863,0.0187841814957808,0.0213600848463531,-0.142403926573867
"M-AQ-5",-0.303200800176943,-0.581196004400894,0.307987546878906,1.14100958617115,0.798721610606529,-0.445231234500455,-0.110951458289109,-1.24269295188384,0.366948160120643,-0.130746117322491
"M-AR-1",0.301058233494844,-0.685287374723591,0.744249465555137,0.227298105474442,-0.336888250732341,-0.00286234896165975,-0.867688978079462,0.341728979521517,-0.159357393757551,-0.176509436649431
"M-AR-2",0.994110538702567,-0.687067874937838,0.429710455189195,-0.101151542507404,0.209105735040695,-0.0254591035463166,-0.448465144247302,0.817534110863798,-0.146134237491593,0.0513031182639878
"M-AR-3",-0.862096514844591,1.48766202323571,-0.957446099859534,0.91196188224016,-0.422994567430006,0.00434975699990029,-1.61165750372203,0.103687802975427,-0.0860065033571004,-0.197007858378553
"M-AS-1",2.17720883887677,-1.02105577275161,-1.75765845676733,-1.01743960096548,-0.722040445918305,0.11631349742486,-0.112394977200717,-0.695721767327817,-0.339897705011259,0.0195231493688244
"M-AS-2",1.95246738004513,-0.991663900047327,-2.38644267616998,-1.1725501324463,-0.0516136004936492,0.0555708672653692,-0.189508988252896,-0.543376554411342,-0.38411346276594,0.228237600015395
"M-AT-1",0.876244991135795,-0.943423614275885,-0.0707305301780441,-0.778660612377271,-0.0220431752668585,0.122199022474628,-0.149674397988395,-0.166563370220681,-0.260397543863873,0.146569802843462
"M-AT-2",-0.524964489410589,-0.49001509093027,-0.213121804927212,-0.816558889127522,-0.833979008954166,0.0486658058851398,-0.602256545858803,0.274550362111906,-0.173386744711931,-0.172469996551543
"M-AU-1",-0.417436319798257,-0.747632008963164,1.07873718464757,-1.46813000643307,0.0524721087234514,-0.0907590898236079,-1.33361990665339,0.468562147197777,-0.235045780789314,-0.220971342076507
"M-AU-2",-0.494425259919736,-0.530714430929192,0.307773390936431,-1.25401471478363,-0.562196913527793,-0.0799349496112991,-1.05551850787695,0.739966715710826,-0.244936877677378,-0.181647841135055
"M-AV-1",-0.735767891498428,0.0541633027628175,-0.365122800765448,0.784077627715343,-0.375726343106804,-0.259318330755997,-0.357381624965272,0.237766500621714,0.310307376348419,-0.219194688379201
"M-AW-1",1.94657294162239,-0.930591927841655,-1.86683159025123,-0.470380798933456,-0.483172871963139,-0.137431045988074,2.36144123701926,-0.25173937758093,0.0444042539924145,0.2590502830125
"M-AW-2",2.45131820179825,-1.14425521906989,-2.38617026263535,-0.270872419060826,0.725349421062082,-0.256249040336207,2.07064805233633,-0.316689663230556,-0.268425568669955,-0.109897845133587
"M-AW-3",0,0,0,0,0,0,0,0,0,0
"M-AW-4",0,0,0,0,0,0,0,0,0,0
"M-AW-5",-1.0198292867147,-0.345710193229334,-0.733610474267853,0.517892613872251,-0.464947523175415,0.0310966231116496,-0.235626053065463,0.340247790121168,-0.126401062381521,-0.0841610434912177
"M-AX-1",0,0,0,0,0,0,0,0,0,0
"M-AX-2",0,0,0,0,0,0,0,0,0,0
"M-AX-3",0,0,0,0,0,0,0,0,0,0
"M-AX-4",0,0,0,0,0,0,0,0,0,0
"M-AX-5",0,0,0,0,0,0,0,0,0,0
"R-AB-3",-0.799127900962187,0.498461505046857,-0.738017323370516,0.577610023059598,-0.452141840757567,-0.0450833310970563,-0.467635412377388,0.131332796964536,0.0455716066281075,-0.200240479331261
"R-AB-4",-0.259553507978942,0.855852136268647,-0.943680290959727,0.540318905196622,0.0184007576523342,-1.25561893578477,0.00123233407998722,-0.00131869382687821,7.30280240714156e-05,0.000253026818185975
"R-AB-6",-0.499732777760978,0.904606790544847,-0.390104863069805,0.550959821111249,-0.451707822733091,0.0334597333014941,-0.155415196573154,0.300737904294079,0.744451793081936,-0.149961532304754
"R-AC-1",2.97781675774982,0.0903063385850839,-1.17869080244239,-0.614701885703141,-1.94678029223977,0.0273265378031288,-0.846091925720911,0.0616298777742613,0.493383844639555,0.0425647414368961
"R-AC-2",2.73418768847606,-0.172487809635054,-1.1270569414415,-0.827135693369516,-0.915446788444659,0.00885794174633345,-0.805385205793039,-0.0141485430726474,-0.177625919781598,-0.118991413128106
"R-AC-3",-0.723175439662529,-0.0123012951640817,-0.399896370356887,-0.419020067382741,-0.625056141768817,-0.030334241855406,-0.86774176826863,0.535634271372595,0.0211453549958162,-0.162959090998231
"R-AC-4",0.316035136765065,-0.0447934446024687,-0.50076220852609,-0.444359150299583,-1.03551354441751,0.0142053430967932,-0.456526185888234,0.344952041906918,0.170055648787924,-0.15163513062951
"R-AC-5",0.522902605678685,-0.0499574181678112,1.11647657973635,-0.269729879069907,0.182613282099539,-0.462354244602867,-0.00412364810303947,0.00143610555510089,-0.000208107123821103,-3.5665417486972e-05
"R-AC-6",1.39476387502962,-0.14958230851832,-0.490586904419312,-2.33343224669772,-0.359245857296305,0.257979962814072,-1.16859746779765,-0.250131473067955,-0.127720064561835,0.105060534923342
"R-AD-1",0.58566695413491,0.178019717656551,0.9567388504222,0.368763919703195,0.0755714627589913,0.024804453571355,-0.0739010912309896,-0.612456969402316,0.371656886173849,-0.189860032801401
"R-AD-2",1.24413716919545,-0.237416020671179,0.0791014550181926,-0.205414713321034,-0.332919498850582,-0.739695616422352,0.00511047825519965,-0.0038286803401399,-0.000545073641744336,8.83737719950938e-05
